Progress,duration,RecordedDate,id,consent_1,consent_2,definition,AIMES_4,AIMES_1,AIMES_2,AIMES_8,AIMES_6,AIMES_5,AIMES_7,AIMES_9,AIMES_10,AIMES_11,AIMES_15,AIMES_14,AIMES_17,NEW_1,NEW_2,SPIRIT_10,SPIRIT_12,AIMES_18,AIMES_19,AIMES_20,NEW_3,ATT_1_[3],DISPO_29,DISPO_21,DISPO_22,DISPO_34,DISPO_32,DISPO_37,DISPO_38,DISPO_39,DISPO_16,DISPO_36,DISPO_28,DISPO_26,DISPO_33,NEW_4,NEW_5,DISPO_23,NEW_6,NEW_7,NEW_8,NEW_9,NEW_10,ATT_2_[6],DISPO_8,DISPO_13,DISPO_18,DISPO_19,DISPO_1,DISPO_5,DISPO_6,DISPO_20,DISPO_7,DISPO_2,DISPO_10,DISPO_11,DISPO_12,DISPO_15,NEW_11,NEW_12,ATT_3_[1],cc_worry_self,cc_worry_futuregen,age,sex,gender,gender_6_TEXT,politics_1,politics_2,politics_3,attention,SC0,PROLIFIC_PID,att_score,Submission id,Status,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status,ethnicity
100,336s (~5.6 minutes),2022-11-08 17:20:37,635407b0f2c5045f78bd9326,1,NA,The world around us not developed my man,5,5,6,6,7,7,7,5,3,7,7,5,6,6,4,7,7,7,7,7,7,3,6,7,6,7,6,7,6,7,6,7,6,2,5,4,3,7,6,6,5,1,4,6,7,5,3,6,3,4,6,5,6,5,5,2,6,3,6,1,1,4,4,28,male,man,NA,7,7,7,1,3,635407b0f2c5045f78bd9326,3,636aff0e138d8fa16395e3d7,APPROVED,2022-11-09T01:14:58Z,2022-11-09T01:20:39Z,2022-11-09T01:20:40Z,2022-11-09T01:20:40Z,342,C1L9K35F,43,28,Male,White,United States,United States,United States,English,Yes,Other,White
100,755s (~12.58 minutes),2022-11-08 17:20:55,617612aa86abe09e0c69b7f2,1,NA,"plant and animals, the landscape and atmosphere, etc. or occurring without human intervention",4,3,4,3,5,3,4,5,4,5,2,4,3,2,2,3,2,5,5,3,3,3,4,3,5,5,4,6,7,5,1,6,3,5,3,6,4,1,4,3,5,2,3,6,4,3,1,2,2,2,1,3,4,3,3,4,2,3,4,2,1,3,3,26,male,man,NA,3,2,3,1,3,617612aa86abe09e0c69b7f2,3,636afd63a45083c68b7040bc,APPROVED,2022-11-09T01:08:13Z,2022-11-09T01:20:57Z,2022-11-09T01:20:58Z,2022-11-09T01:20:58Z,765,C1L9K35F,1038,26,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking),White
100,300s (~5 minutes),2022-11-08 17:21:58,5e58376293597e044d5af47a,1,NA,"I define nature as things from outdoors - plants, trees, vegetables, rocks, rivers, sand.",5,4,5,5,5,5,4,6,4,5,5,5,5,6,4,5,6,6,5,6,5,3,5,3,5,6,2,7,7,7,6,7,5,4,5,7,6,6,6,6,6,6,7,6,3,4,7,5,3,4,6,4,5,4,6,5,4,4,5,6,1,4,4,39,female,woman,NA,5,4,5,1,3,5e58376293597e044d5af47a,3,636aff7b04258e46392632b9,APPROVED,2022-11-09T01:16:47Z,2022-11-09T01:22:02Z,2022-11-09T01:22:03Z,2022-11-09T01:22:03Z,316,C1L9K35F,2780,39,Female,White,United States,United States,United States,English,DATA_EXPIRED,Full-Time,White
100,367s (~6.12 minutes),2022-11-08 17:22:20,588e3172bc9f190001487eb8,1,NA,"outside, the trees and animals, water..",2,2,5,4,4,2,4,6,4,6,2,5,6,5,4,5,6,6,4,2,4,3,4,2,1,5,4,2,7,7,1,7,2,5,3,4,1,5,5,4,4,2,4,6,6,5,3,6,4,3,2,5,7,6,6,5,4,6,5,2,1,3,4,38,female,woman,NA,6,5,6,1,3,588e3172bc9f190001487eb8,3,636aff54c04bf3ca315b7a4f,APPROVED,2022-11-09T01:16:08Z,2022-11-09T01:22:28Z,2022-11-09T01:22:29Z,2022-11-09T01:22:29Z,381,C1L9K35F,1665,38,Female,White,United States,United States,United States,English,No,Unemployed (and job seeking),White
100,434s (~7.23 minutes),2022-11-08 17:22:31,5b47b4257356580001f34fc3,1,NA,"I would define it as the plants, ground, air, and wild life.",3,2,3,2,2,1,1,2,4,6,3,4,3,2,5,3,7,5,7,4,6,3,4,1,1,4,1,1,7,7,1,7,2,1,2,7,1,1,3,2,2,1,3,6,4,4,6,5,1,2,1,1,1,4,2,1,1,1,2,1,1,3,3,31,male,man,NA,7,7,7,1,3,5b47b4257356580001f34fc3,3,636aff1f7eaa075bd9d5ba6e,APPROVED,2022-11-09T01:15:15Z,2022-11-09T01:22:34Z,2022-11-09T01:22:39Z,2022-11-09T01:22:34Z,440,C1L9K35F,2573,31,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,White
100,429s (~7.15 minutes),2022-11-08 17:22:32,595c5846faf83d0001494a68,1,NA,"Usually in contrast to technology, i think. stuff that isn't in society, like grasses, forests, the sea. stuff like that.",5,5,4,6,7,2,5,5,5,7,5,2,1,6,1,5,7,4,7,3,2,3,6,1,7,4,7,4,7,7,5,7,4,3,5,5,7,7,7,6,4,2,1,6,6,7,5,6,5,7,2,7,4,7,5,2,7,4,2,3,1,3,4,28,male,non-binary,NA,5,3,7,1,3,595c5846faf83d0001494a68,3,636aff253f60760d17bda00e,APPROVED,2022-11-09T01:15:19Z,2022-11-09T01:22:34Z,2022-11-09T01:22:34Z,2022-11-09T01:22:34Z,435,C1L9K35F,1085,28,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,White
100,716s (~11.93 minutes),2022-11-08 17:22:39,5cdad620eae6f70019d4e950,1,NA,The outside world and everything it encompasses.,4,3,4,2,5,2,5,7,6,2,4,5,4,4,2,4,6,7,5,6,7,3,4,3,5,7,6,4,7,5,4,7,4,4,4,6,4,2,5,5,3,2,4,6,3,3,2,4,1,3,1,1,3,2,3,4,3,2,2,2,1,2,2,33,male,man,NA,2,2,2,1,3,5cdad620eae6f70019d4e950,3,636afe0b4b69aaa540d5bab5,APPROVED,2022-11-09T01:10:39Z,2022-11-09T01:22:42Z,2022-11-09T01:22:44Z,2022-11-09T01:22:44Z,724,C1L9K35F,3772,33,Male,White,United States,United States,United States,English,No,DATA_EXPIRED,White
100,383s (~6.38 minutes),2022-11-08 17:22:46,632e2f74daf607a334f5b6f4,1,NA,The environment,4,5,5,5,5,4,5,3,3,5,5,4,5,5,5,5,5,4,5,5,4,3,5,5,5,5,3,5,4,5,4,4,5,3,5,5,4,5,4,5,5,4,5,6,4,5,5,5,5,4,5,5,5,6,5,5,5,5,4,5,1,4,4,32,male,man,NA,7,7,7,2,3,632e2f74daf607a334f5b6f4,3,636aff5d8918628180afa973,APPROVED,2022-11-09T01:16:20Z,2022-11-09T01:22:49Z,2022-11-09T01:22:50Z,2022-11-09T01:22:50Z,389,C1L9K35F,231,32,Male,White,United States,United States,United States,English,No,Full-Time,White
100,1721s (~28.68 minutes),2022-11-08 17:23:01,61720637efa93f56c3c3b92b,1,NA,I define nature as the outdoors.,5,6,6,5,4,4,4,4,5,1,5,6,6,5,4,6,7,6,7,5,6,3,6,2,4,7,3,6,5,7,4,7,5,5,4,6,5,5,6,4,6,2,6,6,3,5,6,4,3,5,4,5,5,6,6,5,4,6,4,4,1,4,4,25,female,woman,NA,7,7,7,1,3,61720637efa93f56c3c3b92b,3,636afa35dfcadb2692ec9dcc,APPROVED,2022-11-09T00:54:16Z,2022-11-09T01:23:04Z,2022-11-09T01:23:04Z,2022-11-09T01:23:04Z,1728,C1L9K35F,353,25,Female,Black,United States,United States,United States,English,Yes,Full-Time,Black
100,601s (~10.02 minutes),2022-11-08 17:23:10,6108abf7896db04590fa6d8e,1,NA,Nature is anything related to the outdoors and the earth in its natural form,3,3,5,3,6,6,4,6,4,4,4,4,2,6,3,4,6,7,5,5,4,3,5,5,6,7,5,6,6,6,2,5,6,3,5,5,3,1,5,3,6,4,2,6,2,7,2,6,2,4,1,2,7,3,2,4,2,1,2,6,1,4,4,33,female,woman,NA,6,6,7,1,3,6108abf7896db04590fa6d8e,3,636afe9e26ed900964cb76d3,APPROVED,2022-11-09T01:13:04Z,2022-11-09T01:23:12Z,2022-11-09T01:23:14Z,2022-11-09T01:23:14Z,608,C1L9K35F,177,33,Female,White,United States,United States,United States,English,No,Due to start a new job within the next month,White
100,358s (~5.97 minutes),2022-11-08 17:24:27,636577d277247b6a9c0dc54c,1,NA,The out of doors biosphere of living and nonliving things.,4,3,4,3,3,4,4,5,6,2,4,3,3,5,3,4,3,7,5,4,4,3,5,6,5,6,2,7,7,7,5,7,2,2,5,6,5,2,4,5,5,1,4,6,5,6,7,5,6,1,6,7,7,4,6,1,7,4,3,4,1,3,4,38,male,man,NA,4,6,5,1,3,636577d277247b6a9c0dc54c,3,636affdfe2f878e13479ecb3,APPROVED,2022-11-09T01:18:26Z,2022-11-09T01:24:30Z,2022-11-09T01:24:30Z,2022-11-09T01:24:30Z,364,C1L9K35F,7,38,Male,White,United States,United States,United States,English,No,Full-Time,White
100,407s (~6.78 minutes),2022-11-08 17:24:42,60cff3ba91773f75c9504567,1,NA,Things or conditions that exist without manipulation by people.,3,3,2,3,2,2,3,3,3,5,4,5,3,6,2,4,4,4,5,2,5,3,2,1,5,5,6,2,6,5,1,5,1,2,4,4,1,5,4,1,4,1,1,6,5,5,3,4,2,2,1,1,6,4,2,2,4,5,2,6,1,1,1,33,male,man,NA,3,1,5,1,3,60cff3ba91773f75c9504567,3,636affb6e91a654aaa122c4d,APPROVED,2022-11-09T01:17:44Z,2022-11-09T01:24:44Z,2022-11-09T01:24:45Z,2022-11-09T01:24:45Z,421,C1L9K35F,1897,33,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",White
100,406s (~6.77 minutes),2022-11-08 17:24:50,5eeceff127e0dd0cedfc363c,1,NA,A place created for humans to survive.,6,5,6,4,5,3,5,5,4,5,6,6,7,6,5,6,7,7,6,6,6,3,6,3,7,7,7,7,7,7,7,7,6,7,6,6,5,2,7,5,7,4,4,6,5,4,6,5,3,6,3,7,6,7,5,5,6,6,4,6,1,3,3,30,female,woman,NA,4,3,5,1,3,5eeceff127e0dd0cedfc363c,3,636affc3e4e7b1acf0b70863,APPROVED,2022-11-09T01:17:58Z,2022-11-09T01:24:53Z,2022-11-09T01:24:53Z,2022-11-09T01:24:53Z,416,C1L9K35F,804,30,Female,White,United States,United States,United States,English,No,Part-Time,White
100,805s (~13.42 minutes),2022-11-08 17:24:55,5fb74c833a16a627bea0cd3d,1,NA,It is not man-made. It is the environment around us.,3,3,4,1,3,3,2,3,4,2,4,4,3,5,7,4,3,7,7,4,7,3,3,1,7,6,5,5,7,6,2,7,6,4,6,6,1,1,7,3,3,1,2,6,1,3,1,1,1,2,1,1,5,3,1,1,3,1,2,2,1,3,4,25,female,woman,NA,4,4,5,1,3,5fb74c833a16a627bea0cd3d,3,636afe3b6b25e3fbc2670910,APPROVED,2022-11-09T01:11:26Z,2022-11-09T01:24:57Z,2022-11-09T01:24:58Z,2022-11-09T01:24:58Z,811,C1L9K35F,523,25,Female,Black,United States,United States,United States,English,Yes,Unemployed (and job seeking),Black
100,437s (~7.28 minutes),2022-11-08 17:26:06,614f59b138dc25a862faa6a7,1,NA,Outside. Living things,7,7,7,7,7,7,7,1,4,3,7,7,2,5,7,7,7,7,7,7,7,3,7,7,7,7,7,7,7,7,7,7,5,3,4,7,7,1,7,7,4,7,3,6,7,7,6,7,4,7,7,7,7,7,7,7,7,7,3,7,1,4,4,32,female,woman,NA,7,7,7,1,3,614f59b138dc25a862faa6a7,3,636affe6e91a654aaa122c50,APPROVED,2022-11-09T01:18:35Z,2022-11-09T01:26:08Z,2022-11-09T01:26:08Z,2022-11-09T01:26:08Z,454,C1L9K35F,354,32,Female,White,United States,United States,United States,English,No,DATA_EXPIRED,White
100,475s (~7.92 minutes),2022-11-08 17:26:36,6365408f2a24d08a0f2a66ae,1,NA,"Nature is the whole world besides human built. It includes all the plants, animals, and living things that exist in our world.",5,4,7,6,5,4,6,7,4,1,6,7,3,7,3,5,6,3,6,7,5,3,5,7,4,7,7,7,6,5,4,7,5,6,6,5,4,2,6,6,6,1,7,6,6,6,4,6,3,4,4,3,4,6,5,4,5,4,4,4,1,4,4,24,male,man,NA,6,7,7,1,3,6365408f2a24d08a0f2a66ae,3,636affe92738984f011b8452,APPROVED,2022-11-09T01:18:33Z,2022-11-09T01:26:39Z,2022-11-09T01:26:40Z,2022-11-09T01:26:40Z,486,C1L9K35F,28,24,Male,Asian,United States,United States,United States,English,No,DATA_EXPIRED,Asian
100,362s (~6.03 minutes),2022-11-08 17:26:58,62855120e12d686417201294,1,NA,Nature is the natural environment of Earth.,3,1,3,2,4,3,4,5,5,3,3,2,1,1,3,3,5,6,6,5,3,3,5,1,1,6,2,3,1,7,1,7,2,1,1,6,3,6,3,3,4,1,3,6,2,3,2,4,1,3,1,1,5,2,2,1,2,2,2,1,1,4,4,28,male,man,NA,6,6,6,1,3,62855120e12d686417201294,3,636b00708693d92f57222d41,APPROVED,2022-11-09T01:20:51Z,2022-11-09T01:27:01Z,2022-11-09T01:27:02Z,2022-11-09T01:27:02Z,371,C1L9K35F,931,28,Male,Asian,United States,United States,United States,English,Yes,Unemployed (and job seeking),Asian
100,496s (~8.27 minutes),2022-11-08 17:27:07,6068f61c52d7168e0c8b049f,1,NA,Areas of Earth that are untouched by man.  These areas have nature trees/plants and animals living there,6,5,7,4,4,3,3,7,5,2,5,6,4,3,1,5,7,7,5,5,4,3,6,1,1,7,6,4,7,7,1,7,6,5,7,4,1,1,3,4,6,1,2,6,5,5,3,6,1,7,1,3,4,5,4,3,4,4,4,4,1,4,4,35,female,woman,NA,5,5,5,1,3,6068f61c52d7168e0c8b049f,3,636afff03edb72718d50054b,APPROVED,2022-11-09T01:18:45Z,2022-11-09T01:27:11Z,2022-11-09T01:27:11Z,2022-11-09T01:27:11Z,506,C1L9K35F,1115,35,Female,White,United States,United States,United States,English,No,Full-Time,White
100,460s (~7.67 minutes),2022-11-08 17:27:15,5f356e8b725d18529807d33c,1,NA,"Nature is, to me, all things naturally occurring. Though, more specifically, when I think of nature, I think of outdoors, and mainly the flora and fauna living and growing there.",6,3,4,4,5,4,4,6,5,3,3,4,4,3,2,3,5,6,7,5,4,3,3,5,5,5,4,6,7,7,2,7,4,4,6,6,2,3,4,2,5,2,2,6,4,3,3,5,4,3,6,5,6,4,5,4,5,4,5,5,1,4,4,39,female,woman,NA,6,5,6,1,3,5f356e8b725d18529807d33c,3,636b0020c7e287c510a39876,APPROVED,2022-11-09T01:19:31Z,2022-11-09T01:27:19Z,2022-11-09T01:27:20Z,2022-11-09T01:27:20Z,468,C1L9K35F,909,39,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,White
100,341s (~5.68 minutes),2022-11-08 17:27:17,5d226b35d75330001c7a3d95,1,NA,"living plants, flowers, trees not man made",3,4,7,4,6,6,6,7,6,1,7,7,2,5,5,5,5,5,7,6,5,3,7,6,3,7,6,7,7,7,1,7,5,7,6,1,1,1,6,6,4,1,3,6,5,6,1,7,2,1,1,5,7,3,2,2,3,3,2,1,1,3,4,39,male,man,NA,5,5,6,1,3,5d226b35d75330001c7a3d95,3,636b009625817f6b5e6d71c0,APPROVED,2022-11-09T01:21:32Z,2022-11-09T01:27:31Z,2022-11-09T01:27:31Z,2022-11-09T01:27:31Z,359,C1L9K35F,2377,39,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,White
100,977s (~16.28 minutes),2022-11-08 17:27:46,5f569a0ff9c7250ee0bfd713,1,NA,Nature is everything that humans didn't create themselves.  It's the planet and outer space.  It's everything living and non-living that existed before humans.,7,7,7,6,7,4,5,7,6,3,6,6,7,7,5,6,7,7,7,7,6,3,7,7,4,7,7,7,7,7,4,7,7,4,4,5,4,5,7,5,6,1,4,6,6,5,4,4,4,3,4,4,6,3,5,4,6,5,4,4,1,4,4,35,female,non-binary,NA,7,7,7,1,3,5f569a0ff9c7250ee0bfd713,3,636afe3ce3045c56dcbf5be5,APPROVED,2022-11-09T01:11:26Z,2022-11-09T01:27:48Z,2022-11-09T01:27:48Z,2022-11-09T01:27:48Z,983,C1L9K35F,1115,35,Female,DATA_EXPIRED,United States,United States,United States,DATA_EXPIRED,DATA_EXPIRED,DATA_EXPIRED,NA
100,293s (~4.88 minutes),2022-11-08 17:27:50,631d021a11ebe06162a7fad7,1,NA,the wild,3,2,3,3,3,1,3,5,5,3,3,3,1,3,3,3,3,3,4,3,3,3,5,1,3,5,6,4,7,5,1,7,4,5,3,4,4,1,6,3,5,1,1,6,1,3,2,3,2,5,1,1,2,2,1,3,2,2,2,2,1,1,3,24,male,man,NA,4,4,4,1,3,631d021a11ebe06162a7fad7,3,636b00ec4822045151d3e2e8,APPROVED,2022-11-09T01:22:54Z,2022-11-09T01:27:52Z,2022-11-09T01:27:52Z,2022-11-09T01:27:52Z,298,C1L9K35F,324,24,Male,White,United States,United States,United States,English,No,DATA_EXPIRED,White
100,352s (~5.87 minutes),2022-11-08 17:27:53,612d51308e3ddf61e326b76b,1,NA,"Nature is a gift in our lives that helps us slow down and reflect on everything that is going on. It is the calm and natural state of our world that includes: amazing sights, wildlife, and an extensive array of colors.",7,6,7,7,7,6,6,3,4,7,6,6,6,7,7,6,6,7,6,7,5,3,6,6,2,3,6,7,7,4,3,7,7,7,5,7,3,1,3,6,7,1,4,6,6,6,5,6,2,6,1,3,4,4,3,3,4,2,7,2,1,4,4,22,male,man,NA,6,6,7,1,3,612d51308e3ddf61e326b76b,3,636b00b3d8e98ec3db3eb70b,APPROVED,2022-11-09T01:21:58Z,2022-11-09T01:27:57Z,2022-11-09T01:27:58Z,2022-11-09T01:27:58Z,360,C1L9K35F,236,22,Male,Asian,United States,United States,United States,English,No,Full-Time,Asian
100,403s (~6.72 minutes),2022-11-08 17:28:00,5e9128974d246b4532f248ff,1,NA,we can define nature as the life in all forms..,4,4,4,4,4,4,4,4,5,5,4,5,4,3,4,5,5,4,4,4,4,3,5,4,5,5,3,5,6,5,6,6,5,5,4,5,5,5,5,4,5,4,4,6,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,1,3,3,38,female,woman,NA,4,4,4,1,3,5e9128974d246b4532f248ff,3,636b0087f41b334b7b7bd08e,APPROVED,2022-11-09T01:21:13Z,2022-11-09T01:28:03Z,2022-11-09T01:28:03Z,2022-11-09T01:28:03Z,410,C1L9K35F,943,38,Female,Asian,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,Asian
100,380s (~6.33 minutes),2022-11-08 17:28:03,5e6734d8c93b304c33653171,1,NA,"the outdoors, things that are not human made but naturally occurring.",3,1,2,3,6,5,4,4,6,3,2,2,2,4,3,4,5,4,3,4,4,3,2,5,4,3,3,6,5,6,2,4,2,2,3,2,1,2,4,2,3,3,5,6,2,3,1,2,3,1,1,2,4,2,2,2,2,2,3,2,1,4,4,39,male,man,NA,7,6,7,1,3,5e6734d8c93b304c33653171,3,636b00a1e2f878e13479ecbe,APPROVED,2022-11-09T01:21:40Z,2022-11-09T01:28:07Z,2022-11-09T01:28:07Z,2022-11-09T01:28:07Z,387,C1L9K35F,647,39,Male,Mixed,United States,United States,United States,English,DATA_EXPIRED,Full-Time,Mixed
100,507s (~8.45 minutes),2022-11-08 17:28:08,631b4d2211cdaeff58e11f5a,1,NA,The natural environment that has not been shaped by man to serve his own purpose.,4,3,6,6,5,5,5,7,5,2,6,6,2,6,5,6,6,7,7,6,6,3,5,6,6,6,6,6,6,2,4,5,6,7,6,6,2,3,5,4,4,1,2,6,6,6,1,6,1,3,1,2,2,4,3,4,5,4,2,1,1,4,4,36,male,man,NA,6,6,6,1,3,631b4d2211cdaeff58e11f5a,3,636b0028ad14b5f9a20aecb9,APPROVED,2022-11-09T01:19:39Z,2022-11-09T01:28:10Z,2022-11-09T01:28:10Z,2022-11-09T01:28:10Z,511,C1L9K35F,322,36,Male,White,United States,United States,United States,English,No,Full-Time,White
100,945s (~15.75 minutes),2022-11-08 17:28:20,6330c5626b828dac2322be74,1,NA,"The universe and all natural existence surrounding us, notably on Earth",7,4,6,7,6,4,5,3,2,4,7,6,3,5,5,7,7,7,5,7,4,3,6,3,5,6,6,4,7,5,5,7,7,5,4,7,6,2,7,6,6,4,7,6,6,7,2,7,3,2,5,3,4,6,6,6,6,6,5,5,1,2,2,29,male,man,NA,2,3,2,1,3,6330c5626b828dac2322be74,3,636afe7788697e34372632c1,APPROVED,2022-11-09T01:12:31Z,2022-11-09T01:28:21Z,2022-11-09T01:28:22Z,2022-11-09T01:28:22Z,951,C1L9K35F,14,29,Male,White,United States,United States,United States,English,No,DATA_EXPIRED,White
100,348s (~5.8 minutes),2022-11-08 17:28:25,5d166f8340218700169a0814,1,NA,living things in earth including animals and plants,7,7,7,7,7,7,7,5,7,7,7,7,7,7,7,7,7,7,6,7,7,3,6,7,4,7,7,7,7,7,4,7,7,7,7,7,3,4,7,5,7,4,7,6,4,7,4,6,3,2,1,4,6,4,4,4,7,6,7,4,1,3,3,24,male,man,NA,1,4,1,1,3,5d166f8340218700169a0814,3,636b00d57123c31f6a122c7a,APPROVED,2022-11-09T01:22:29Z,2022-11-09T01:28:25Z,2022-11-09T01:28:25Z,2022-11-09T01:28:25Z,356,C1L9K35F,1524,24,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking),White
100,244s (~4.07 minutes),2022-11-08 17:28:31,5d5b4ffc1a12e70018ca1268,1,NA,outdoors in non adulteratred ares,4,5,5,3,5,4,6,6,5,3,4,6,3,5,3,4,5,5,5,5,5,3,5,4,5,7,6,7,7,3,4,6,4,7,4,7,3,4,5,5,6,4,4,6,4,4,4,4,2,7,3,4,4,4,4,4,4,4,5,4,1,1,1,39,female,woman,NA,2,2,2,1,3,5d5b4ffc1a12e70018ca1268,3,636b01451db009779ce6dde5,APPROVED,2022-11-09T01:24:23Z,2022-11-09T01:28:33Z,2022-11-09T01:28:33Z,2022-11-09T01:28:33Z,250,C1L9K35F,1670,39,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",White
100,1246s (~20.77 minutes),2022-11-08 17:28:39,5dc3552003f8562725a1b956,1,NA,"The natural order of all living things, also the universe and its systematic changes, The evolution and cycles of the universe and everything living or non-living going on and on.



",6,3,5,5,5,2,6,6,3,4,4,6,6,6,6,5,7,7,7,7,6,3,6,4,5,7,7,5,7,7,6,7,4,5,7,6,4,3,6,7,7,6,1,6,3,5,5,6,2,6,2,4,4,5,7,2,6,5,6,5,2,4,3,34,male,man,NA,7,7,7,1,2,5dc3552003f8562725a1b956,2,636afd35146bb10af68d93e8,APPROVED,2022-11-09T01:07:47Z,2022-11-09T01:28:40Z,2022-11-09T01:28:41Z,2022-11-09T01:28:41Z,1254,C1L9K35F,764,34,Male,White,United States,United States,United States,English,No,DATA_EXPIRED,White
100,388s (~6.47 minutes),2022-11-08 17:28:45,60010c46242ea22454d02ba3,1,NA,The environment around us,3,1,2,3,4,2,3,2,6,4,2,5,2,7,4,2,5,5,3,4,5,3,6,5,7,5,2,6,7,7,1,7,4,5,6,4,2,1,2,4,5,1,5,6,3,5,4,4,2,2,1,1,5,3,2,2,3,3,5,3,1,4,4,22,male,man,NA,5,5,7,1,3,60010c46242ea22454d02ba3,3,636b00c29ea32d27d27040f0,APPROVED,2022-11-09T01:22:13Z,2022-11-09T01:28:48Z,2022-11-09T01:28:48Z,2022-11-09T01:28:48Z,395,C1L9K35F,217,22,Male,Asian,Vietnam,United States,United States,Vietnamese,Yes,DATA_EXPIRED,Asian
100,365s (~6.08 minutes),2022-11-08 17:29:10,6363f960407843475fab4a08,1,NA,"trees, animals and oxygen",4,4,3,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,5,5,4,4,4,5,7,7,7,6,6,6,2,5,4,4,5,5,5,5,6,6,4,5,3,1,1,2,4,4,2,5,1,3,4,4,3,1,3,3,29,male,man,NA,5,5,5,1,3,6363f960407843475fab4a08,3,636b00ee8f594eaad4ec9d99,APPROVED,2022-11-09T01:23:02Z,2022-11-09T01:29:13Z,2022-11-09T01:29:13Z,2022-11-09T01:29:13Z,372,C1L9K35F,26,29,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",White
100,308s (~5.13 minutes),2022-11-08 17:29:21,5d33eba92fd5a40016e58abb,1,NA,Something that’s apart of outside and natural,4,2,4,4,5,4,5,1,5,3,4,4,4,2,2,4,6,7,4,3,3,3,1,1,5,6,4,4,7,7,4,7,4,5,4,7,3,1,6,4,6,1,5,6,3,3,2,2,4,1,1,4,7,2,4,3,4,3,4,2,1,3,3,30,female,woman,NA,5,5,4,1,3,5d33eba92fd5a40016e58abb,3,636afffcd68feb4278500564,APPROVED,2022-11-09T01:18:55Z,2022-11-09T01:29:24Z,2022-11-09T01:29:24Z,2022-11-09T01:29:24Z,629,C1L9K35F,2773,32,Female,Black,United States,United States,United States,English,No,DATA_EXPIRED,Black
100,274s (~4.57 minutes),2022-11-08 17:29:45,63186d40662d6bff5c6f8fff,1,NA,"Any place that humans haven't changed, on Earth",4,4,5,2,4,5,4,6,3,3,4,4,1,7,1,3,6,6,3,2,2,3,6,2,5,4,5,4,7,7,4,7,4,5,5,6,4,5,7,2,7,4,5,6,5,4,2,4,2,2,3,5,6,5,4,3,4,7,4,7,1,4,4,34,male,man,NA,6,6,6,1,3,63186d40662d6bff5c6f8fff,3,636b0171520fbfe444c4a85e,APPROVED,2022-11-09T01:25:05Z,2022-11-09T01:29:47Z,2022-11-09T01:29:47Z,2022-11-09T01:29:47Z,282,C1L9K35F,238,34,Male,White,United States,United States,United States,English,No,DATA_EXPIRED,White
100,632s (~10.53 minutes),2022-11-08 17:30:47,57a725c581f331000139deb9,1,NA,Everything which God created.,5,4,6,4,4,6,4,4,2,5,5,6,3,7,5,4,4,7,7,5,4,3,7,2,4,7,6,6,7,7,5,7,6,4,4,7,5,2,7,4,6,1,4,6,5,2,5,5,4,7,5,6,4,6,7,7,7,7,6,6,1,2,2,39,female,woman,NA,2,2,1,1,3,57a725c581f331000139deb9,3,636b00438c6de7611039cc44,APPROVED,2022-11-09T01:20:07Z,2022-11-09T01:30:52Z,2022-11-09T01:30:52Z,2022-11-09T01:30:52Z,645,C1L9K35F,225,39,Female,White,United States,United States,United States,English,No,Other,White
100,553s (~9.22 minutes),2022-11-08 17:30:54,60e9fcc93cff54eaf3269865,1,NA,Genetic predisposition towards a behavior or characteristic,7,7,7,7,7,1,7,7,6,4,7,6,7,7,7,7,7,7,7,7,7,3,7,6,5,7,7,7,7,7,5,7,7,7,6,6,6,6,7,1,7,1,3,6,5,6,3,5,4,6,6,4,7,3,3,4,6,4,2,2,1,4,4,28,female,woman,NA,6,5,7,1,3,60e9fcc93cff54eaf3269865,3,636b009c146bb10af68d940f,APPROVED,2022-11-09T01:21:36Z,2022-11-09T01:30:57Z,2022-11-09T01:30:58Z,2022-11-09T01:30:58Z,562,C1L9K35F,280,28,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,White
