Progress,duration,RecordedDate,student_id,definition,AIMES_4,AIMES_1,AIMES_2,AIMES_8,AIMES_6,AIMES_5,AIMES_7,AIMES_9,AIMES_10,AIMES_11,AIMES_15,AIMES_14,AIMES_17,NEW_1,NEW_2,SPIRIT_10,SPIRIT_12,AIMES_18,AIMES_19,AIMES_20,NEW_3,ATT_1_[3],DISPO_29,DISPO_21,DISPO_22,DISPO_34,DISPO_32,DISPO_37,DISPO_38,DISPO_39,DISPO_16,DISPO_36,DISPO_28,DISPO_26,DISPO_33,NEW_4,NEW_5,DISPO_23,NEW_6,NEW_7,NEW_8,NEW_9,NEW_10,ATT_2_[6],DISPO_8,DISPO_13,DISPO_18,DISPO_19,DISPO_1,DISPO_5,DISPO_6,DISPO_20,DISPO_7,DISPO_2,DISPO_10,DISPO_11,DISPO_12,DISPO_15,NEW_11,NEW_12,ATT_3_[1],nature_child,open_nature_child,land_child_cat_1,land_child_cat_2,land_child_cat_3,land_child_cat_4,land_child_cat_5,land_child_cat_6,land_child_cat_7,land_child_cat_8,land_child_cat_8_TEXT,land_child_freq,nature_live_now,open_nature_now,land_now_cat_1,land_now_cat_2,land_now_cat_3,land_now_cat_4,land_now_cat_5,land_now_cat_6,land_now_cat_7,land_now_cat_8,land_now_cat_8_TEXT,land_now_freq,age,gender,gender_6_TEXT,sex,ethnoracial,ethnomixed_1,ethnomixed_2,ethnomixed_3,ethnomixed_4,ethnomixed_5,ethnomixed_6,ethnomixed_7,ethnomixed_8,ethnoasian_1,ethnoasian_2,ethnoasian_3,ethnoasian_4,ethnoasian_5,ethnoasian_6,ethnoasian_7,ethnoasian_8,ethnoasian_9,ethnoasian_10,ethnoasian_11,ethnoasian_12,ethnoasian_13,ethnoasian_14,ethnoasian_15,ethnoasian_16,ethnoasian_17,ethnoasian_18,ethnoasian_19,ethnoasian_20,ethnoasian_21,ethnoasian_22,ethnoasian_23,ethnoasian_24,ethnoasian_25,ethnoasian_26,ethnoasian_27,ethnoasian_28,ethnoasian_29,ethnoasian_30,ethnoasian_31,ethnoasian_32,ethnoasian_33,ethnoasian_34,ethnoasian_35,ethnoasian_36,ethnoPI_1,ethnoPI_2,ethnoPI_3,ethnoPI_4,ethnoPI_5,ethnoPI_6,ethnoPI_7,ethnoPI_8,ethnoPI_9,ethnoPI_10,ethnoPI_11,ethnoPI_12,ethnoPI_13,ethnoPI_14,ethnoPI_15,ethnoPI_16,ethnoPI_17,ethnoPI_17_TEXT,countryborn,countrygrow,countrylive,agemoveUS,state,zip,college year,college year_9_TEXT,major,SESpeer,SESfamily,familywealth,politics_1,politics_2,politics_3,subjectATT,hearstudy,SC0,id,lab,round2,ATT_1,ATT_2,ATT_3,att_total,att_pc
100,1300s (~21.67 minutes),2023-02-23 01:06:44,805,The outside environment with plants and animals,2,3,3,1,3,3,4,4,4,4,4,3,2,7,3,3,5,7,7,5,6,3,2,3,7,5,3,7,7,7,3,7,3,3,3,5,3,5,7,2,4,4,2,6,4,3,1,4,4,2,3,4,7,6,3,3,3,2,4,4,1,2,"Hills, some rivers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Beaches,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,woman,NA,female,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189,189,189,NA,6,92093,1,NA,15,7,5,4,6,6,7,2,2,3,45863,barner,NA,1,1,1,3,1
100,692s (~11.53 minutes),2023-02-23 12:41:54,9507,i think nature is something that is simplistic and means to not change an aspect or form of a being or an object. it means to leave something unchanged,5,5,6,4,5,4,5,2,3,6,6,6,5,6,5,3,6,6,5,6,6,3,6,3,5,6,6,6,6,7,5,7,5,4,6,6,4,2,5,2,6,1,2,6,1,2,2,2,1,2,1,3,3,3,4,2,3,3,2,3,1,1,"nearby beaches, some hills, but mainly buildings and companies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"closer to beaches, more trees and greenary, very hilly, till a lot of buildings and construction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,woman,NA,female,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189,189,189,2,6,92122,3,NA,78,4,3,3,6,5,6,1,2,3,39893,dobkins,NA,1,1,1,3,1
100,302s (~5.03 minutes),2023-02-23 13:47:11,3537,the environment,3,5,4,2,3,3,5,6,7,1,4,6,3,4,5,5,5,5,6,5,5,3,6,4,5,6,3,6,7,6,7,7,2,2,5,4,4,1,6,3,5,2,1,6,1,6,4,6,1,3,2,1,6,5,4,6,2,5,1,5,1,1,Beaches,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Beaches and mountains,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,woman,NA,female,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189,189,189,NA,6,92122,2,NA,78,8,9,12,7,7,7,1,2,3,42474,dobkins,NA,1,1,1,3,1
100,872s (~14.53 minutes),2023-02-23 14:55:56,3813,"the entire ecosystem, including plants, animals, weather, etc",3,2,3,2,3,4,5,5,5,5,3,2,3,5,4,2,6,6,6,5,5,3,5,5,4,5,4,4,6,6,5,6,6,4,5,5,4,3,4,5,5,4,6,6,3,4,3,3,3,2,4,4,5,4,4,3,5,5,3,5,1,2,I lived in a city that was surrounded by a lot of mountains. It's only a 10 minute drive to a mountain from my house.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"San Diego/ La Jolla is surrounded by a lot of beaches, and there are also mountains/ natural reserve parks.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,woman,NA,female,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,171,171,189,NA,6,92122,4,NA,78,7,7,11,5,4,5,1,2,3,35385,dobkins,NA,1,1,1,3,1
100,1317s (~21.95 minutes),2023-02-23 16:14:42,7955,"Green, earthy",4,2,2,2,2,1,2,4,5,2,4,6,2,2,4,3,5,3,5,4,4,3,3,1,6,6,5,2,1,6,7,1,3,2,5,7,6,6,5,2,2,1,6,6,2,2,3,2,1,4,1,2,7,2,2,2,4,2,3,4,1,2,"a lot buildings, residential homes, stores, parks, trails",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"a lot buildings, residential homes, stores, parks, trails",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,woman,NA,female,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189,189,189,NA,6,94087,4,NA,28,6,6,12,4,4,4,1,2,3,47475,barner,NA,1,1,1,3,1
100,1133s (~18.88 minutes),2023-02-23 16:29:40,3799,The natural world consisting of the environment with little human intervention.,7,4,5,5,5,6,5,6,5,3,5,6,5,6,6,7,6,7,7,5,6,3,6,4,5,5,6,7,7,7,4,7,6,5,5,7,6,7,5,4,6,2,6,6,4,5,4,6,6,6,3,6,7,6,4,6,7,6,7,5,1,2,desert,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,beaches and large industrial parks,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,woman,NA,female,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189,189,189,NA,6,92092,4,NA,15,6,7,4,7,6,7,1,2,3,42202,barner,NA,1,1,1,3,1
100,389s (~6.48 minutes),2023-02-23 16:41:46,9419,the physical and chemical components of the surrounding environment,6,6,6,5,6,3,5,2,5,5,6,6,6,6,6,5,5,5,6,6,5,3,6,5,5,6,5,7,6,5,2,7,6,1,3,6,6,2,6,4,6,3,3,6,6,6,1,2,1,2,2,1,5,5,6,6,6,6,3,6,1,2,beaches,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,beaches,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,woman,NA,female,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,194,189,189,NA,6,92122,4,NA,7,4,3,4,6,6,7,1,2,3,38077,barner,NA,1,1,1,3,1
100,2332s (~38.87 minutes),2023-02-23 16:50:14,3329,"What is inherent to us, what we are born with.",3,4,3,3,5,4,4,6,4,7,4,5,3,3,4,4,7,6,5,3,5,3,5,6,7,6,2,7,7,7,5,7,6,6,3,7,7,2,5,7,6,1,4,6,3,4,1,1,4,1,5,2,7,4,4,5,5,5,5,5,1,2,Beaches/ mountains,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Beaches,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,woman,NA,female,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189,189,189,NA,6,91911,4,NA,78,3,2,2,5,6,5,1,2,3,38331,barner,NA,1,1,1,3,1
100,501s (~8.35 minutes),2023-02-23 16:52:33,7489,Nature is a beautiful part of our world,2,4,4,2,5,3,5,7,7,5,2,3,3,1,5,5,6,6,4,3,5,3,4,5,4,6,4,5,7,7,4,7,2,4,5,6,3,4,4,4,4,2,5,6,2,4,2,2,1,1,1,1,2,5,4,4,4,2,3,2,1,3,Around many mountatins,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,Still around many mountains,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,woman,NA,female,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189,189,189,1,6,91737,3,NA,78,6,9,12,5,4,7,1,2,3,47162,dobkins,NA,1,1,1,3,1
100,364s (~6.07 minutes),2023-02-23 16:55:48,386,"The outside living environment that is full of plants, life, and scenery.",7,7,6,2,6,4,2,6,4,6,6,6,6,7,5,6,7,7,6,6,4,3,6,1,4,7,5,7,7,7,4,7,5,7,2,6,4,1,7,2,6,1,2,6,6,6,1,4,2,1,1,7,7,6,7,6,6,6,6,6,1,2,Beach and jungle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,City and beach,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,woman,NA,female,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189,86,189,NA,6,92128,2,NA,15,8,8,12,5,2,7,1,2,3,47416,dobkins,NA,1,1,1,3,1
100,999s (~16.65 minutes),2023-02-23 17:04:40,3889,I would define nature as a series of event and situation that happens with effects of nurture. This can be like the forest with multiple factor making it a forest.,3,6,6,5,6,4,3,2,3,6,2,4,1,3,4,5,4,7,5,3,5,3,5,2,6,6,2,4,1,2,2,1,4,3,3,3,3,6,5,5,5,2,4,6,2,3,2,3,2,2,2,3,3,4,5,3,2,1,4,3,1,3,farmlands,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Beaches, mountains",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,woman,NA,female,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,189,189,NA,6,91755,2,NA,15,4,3,6,6,5,7,1,2,3,42455,barner,NA,1,1,1,3,1
100,470s (~7.83 minutes),2023-02-23 17:29:19,996,the collection of objects and phenomena that seem to have come to existence organically,3,2,3,1,3,3,4,7,4,3,1,4,1,4,5,3,7,6,6,4,3,3,5,3,5,4,5,6,7,7,2,7,2,1,4,5,3,2,4,2,5,1,3,6,2,3,2,6,2,1,1,1,4,7,5,2,2,5,5,1,1,1,"Mountains, Ocean, Skyscrapers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Beaches, Apartment Complexes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,woman,NA,female,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,75,189,NA,6,92122,2,NA,15,9,8,12,5,5,6,1,2,3,41231,dobkins,NA,1,1,1,3,1
100,1725s (~28.75 minutes),2023-02-23 17:46:09,6681,"I would define nature as an ecosystem of plants, animals, and chemical and physical properties.",4,4,5,5,4,4,5,4,4,4,5,5,4,4,5,5,4,4,5,3,2,3,6,6,5,6,7,5,5,6,4,7,5,4,5,6,4,5,4,3,2,2,3,6,3,3,3,4,4,3,3,3,4,5,4,3,4,3,2,2,1,1,"I grew up in a city but I did see beaches, mountains, and snow.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"I live in a city where beaches and mountains exist, but no deserts or farmlands are visible.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,woman,NA,female,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189,189,189,NA,6,90026,2,NA,45,8,7,8,3,4,5,1,2,3,43824,barner,NA,1,1,1,3,1
100,690s (~11.5 minutes),2023-02-23 17:53:03,9121,"everything that is not created by humankind
",4,3,4,3,3,2,5,2,6,5,5,4,3,5,4,4,6,6,7,6,3,3,3,2,6,5,4,5,7,7,5,7,4,4,6,5,3,1,5,5,6,5,5,6,4,3,5,4,3,4,5,6,7,4,5,4,3,6,3,5,1,1,beaches and mountains,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,mostly just buildings in the city,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,woman,NA,female,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,37,189,NA,6,92037,2,NA,95,6,6,4,4,4,4,2,2,3,46128,dobkins,NA,1,1,1,3,1
100,331s (~5.52 minutes),2023-02-23 17:59:36,8533,outside. anywhere where there is fresh air and greenery,4,4,6,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,3,7,2,1,7,7,5,5,6,5,7,7,2,7,7,4,1,4,3,7,2,6,6,1,4,5,4,4,4,4,5,4,4,5,4,4,4,5,4,1,1,"city, buildings, traffic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"more open air, beach, still buildings",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,woman,NA,female,8,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189,189,189,NA,6,90029,3,NA,78,4,4,8,4,4,4,1,2,3,42065,dobkins,NA,1,1,1,3,1
100,1257s (~20.95 minutes),2023-02-23 18:01:56,5589,"nature for a lack of better words is something that occurs naturally, it is innate. Some examples I would think of for nature is the ecosystems around the world or maybe like human nature is 'the way humans are'",3,3,5,4,3,2,5,3,3,5,5,3,2,5,3,4,5,7,5,5,3,3,4,2,4,3,5,2,6,3,6,5,3,5,1,5,4,1,5,5,5,2,1,6,4,3,1,3,5,3,4,3,6,4,5,1,5,2,2,5,1,2,surrounded by mountains and 30 minutes away from local beaches,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Less mountains and maybe an hour away from local beaches, some grassy fields nearby",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,man,NA,male,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189,189,189,NA,6,92071,4,NA,15,6,4,3,5,5,5,1,2,3,44111,barner,NA,1,1,1,3,1
100,1201s (~20.02 minutes),2023-02-23 18:08:12,8137,Nature is what grows from the ground and what comes from the earth.  It is organic.,4,5,7,4,4,4,5,4,3,4,4,4,4,4,5,5,4,4,7,4,4,3,5,1,1,7,7,3,7,5,1,7,7,3,7,1,7,1,5,4,7,1,1,6,1,3,7,4,4,7,1,1,1,7,4,5,4,7,3,4,1,2,There were mountains in view.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,There is a beach around in view and it looks very city-like.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,woman,NA,female,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189,189,189,1,6,92092,1,NA,7,8,7,12,4,4,4,2,2,3,46060,barner,NA,1,1,1,3,1
100,882s (~14.7 minutes),2023-02-23 18:09:03,7911,Nature refers to the world and the life.,4,4,4,4,4,4,4,3,4,6,4,3,5,4,4,4,4,7,5,6,6,3,3,4,4,5,3,5,5,6,4,5,4,3,5,3,4,3,4,3,5,4,4,6,2,4,5,6,4,5,2,5,4,3,4,2,4,3,3,3,1,2,farmlands,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,mountain,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,woman,NA,female,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,189,189,NA,6,91730,1,NA,15,4,6,6,4,4,4,1,2,3,47717,dobkins,NA,1,1,1,3,1
100,3518s (~58.63 minutes),2023-02-23 18:09:04,2376,"I would define nature as the wilderness, something that we can only experience when we're outside and surrounded by many different sights, sounds, and possibilities.",2,1,1,1,2,1,2,6,7,5,1,3,1,1,1,4,2,7,2,2,2,3,1,2,2,2,7,5,1,6,2,7,3,3,2,3,2,2,7,1,2,1,1,6,4,1,1,1,1,1,1,1,7,4,1,5,1,1,2,4,1,1,"There were not many beachers, or greenery. I lived in an urban city so everything kind of reflected that. There were nice parks and places to go outdoors, but not as much compared to San Diego for example.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Now that I live in San Diego there is a lot more scenery. There are beaches, parks, and lots of things to do outdoors.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,woman,NA,female,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189,189,189,NA,6,92117,3,NA,16,6,6,6,6,6,6,1,2,3,45940,barner,NA,1,1,1,3,1
100,1258s (~20.97 minutes),2023-02-23 18:22:24,7673,Anything on planet earth that is not a Human creation of any sort.,2,2,2,3,3,1,2,2,3,4,3,4,1,3,2,2,4,5,4,1,2,3,2,6,4,6,4,2,3,7,5,3,2,3,2,5,6,2,5,1,3,1,1,6,2,2,3,1,4,1,2,1,6,3,1,5,3,2,2,4,1,2,hilly but desert. small bushes and short trees,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"beaches, more mountain and more green than before.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,man,NA,male,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,162,78,189,NA,6,92131,1,NA,78,6,6,3,3,6,2,1,2,3,44928,barner,NA,1,1,1,3,1
100,1199s (~19.98 minutes),2023-02-23 20:16:14,6986,Nature is anything that is not a result of human creation such as plants and animals.,1,1,3,3,4,1,3,3,2,5,4,4,3,1,3,3,4,7,4,4,2,3,6,7,6,7,5,5,4,7,6,7,3,2,3,7,1,2,2,1,5,2,1,6,1,4,4,2,1,1,1,1,1,2,4,2,5,5,1,3,1,1,"lots of buildings, not a lot of beaches, desert or farmlands. few parks and beaches in the outskirts of the city",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"more beaches, no mountains or desert. more parks nearby but still a lot of buildings",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,woman,NA,female,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189,189,189,NA,6,92122,2,NA,15,3,3,2,6,6,6,1,2,3,43354,dobkins,NA,1,1,1,3,1
100,845s (~14.08 minutes),2023-02-23 21:38:29,7683,"The environment that surrounds us that includes plants, animals, water, air, and all the organisms occupying those spaces.",6,3,5,3,5,5,5,6,3,6,5,6,5,6,5,6,5,6,6,6,5,3,5,6,6,6,6,6,7,7,2,7,5,3,5,6,6,7,7,6,5,3,6,6,6,5,5,5,3,5,6,6,7,2,5,3,7,3,6,5,1,1,"Dense housing, urban developments",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Urban environment with dense housing, shopping malls, many restaurants and stores straddling the San Diego river.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,woman,NA,female,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189,189,189,NA,6,92108,3,NA,78,7,6,7,6,6,7,1,2,3,45825,dobkins,NA,1,1,1,3,1
100,1064s (~17.73 minutes),2023-02-23 22:49:06,2699,"Nature is everything around us that is organic and living, and contributes to the biological processes of the environment.",3,3,4,2,4,4,2,6,4,1,4,2,1,6,2,3,4,6,5,5,5,3,5,4,1,7,3,7,7,7,1,7,4,3,4,4,1,1,7,6,4,1,4,6,4,1,1,1,2,2,1,1,5,4,4,4,5,5,4,4,1,2,Mostly suburban houses where communal life is prioritized and there are frequent areas of parks/greenery.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"It's been the same since I've been born except barren areas are now starting to become full of construction zones and new buildings, such as apartments, convenience stores, and fast-food places.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,woman,NA,female,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189,189,189,NA,6,91950,1,NA,78,4,4,6,5,6,6,1,2,3,46122,barner,NA,1,1,1,3,1
