Progress,duration,RecordedDate,consent_1,id,definition,AIMES_4,AIMES_1,AIMES_8,AIMES_6,AIMES_5,AIMES_9,AIMES_10,AIMES_11,AIMES_17,NEW_1,NEW_2,SPIRIT_10,SPIRIT_12,AIMES_18,AIMES_19,AIMES_20,NEW_8,ATT_1_[3],DISPO_29,DISPO_21,DISPO_22,DISPO_34,DISPO_37,DISPO_16,DISPO_28,DISPO_33,NEW_5,DISPO_23,NEW_6,NEW_7,NEW_10,ATT_2_[6],DISPO_8,DISPO_13,DISPO_19,DISPO_1,DISPO_20,DISPO_7,DISPO_2,DISPO_10,DISPO_11,DISPO_12,DISPO_15,NEW_11,NEW_12,ATT_3_[1],cc_worry_self,cc_worry_futuregen,age,sex,gender,gender_6_TEXT,politics_1,politics_2,politics_3,attention,SC0,PROLIFIC_PID,att_score,Submission id,Status,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
100,573s (~9.55 minutes),2023-04-13 10:42:59,1,60cbb3a438a8a5ef8d42ee21,"To me, nature is what we all see when we step outside. Nature consists of trees, flowers, animals, bodies of water, etc.",2,1,1,1,2,2,5,2,1,1,1,1,7,3,1,4,5,3,1,1,1,1,3,1,1,2,1,1,5,1,1,6,3,4,3,1,1,1,1,2,2,1,1,3,1,1,3,3,42,female,woman,NA,5,5,5,1,3,60cbb3a438a8a5ef8d42ee21,3,64383ce19f90db55fe1d02db,APPROVED,2023-04-13T17:33:23Z,2023-04-13T17:43:01Z,2023-04-13T17:43:13Z,2023-04-13T17:43:01Z,578,C1L9K35F,2844,42,Female,Black,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
100,639s (~10.65 minutes),2023-04-13 10:43:03,1,614faec89136e6e4aebe7dfc,"Being outside, feeling the temperature and the breeze. Looking at trees, flowers, grass, birds etc",3,2,2,4,1,6,3,3,3,4,1,3,2,5,4,4,7,3,5,2,4,6,6,4,6,2,4,7,5,2,1,6,4,5,1,1,5,6,4,4,6,4,3,2,1,1,3,4,49,female,woman,NA,7,7,7,1,3,614faec89136e6e4aebe7dfc,3,64383c9d3921d7d3650d9856,APPROVED,2023-04-13T17:32:20Z,2023-04-13T17:43:05Z,2023-04-13T17:43:17Z,2023-04-13T17:43:06Z,646,C1L9K35F,700,49,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
100,503s (~8.38 minutes),2023-04-13 10:43:07,1,610976a9397b8cbaecbc05f3,The world surrounding us,7,7,7,7,5,4,7,1,7,7,6,7,7,7,7,7,7,3,7,2,7,7,7,7,7,7,7,4,7,7,4,6,7,7,7,1,7,7,7,7,7,7,7,7,7,1,4,4,56,female,woman,NA,4,4,4,1,3,610976a9397b8cbaecbc05f3,3,64383d2d9de9f9532eb47202,APPROVED,2023-04-13T17:34:40Z,2023-04-13T17:43:09Z,2023-04-13T17:43:21Z,2023-04-13T17:43:09Z,509,C1L9K35F,564,56,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
100,189s (~3.15 minutes),2023-04-13 10:43:57,1,61095a37fbf7b13d6f7f2f5b,Things created by God and usually experienced outside of a building,1,3,1,2,1,4,4,3,1,2,1,2,2,4,3,1,4,3,3,3,3,4,3,1,1,1,2,1,5,1,1,6,2,3,4,1,2,1,2,1,2,1,2,1,1,1,3,3,30,female,woman,NA,4,4,4,1,3,61095a37fbf7b13d6f7f2f5b,3,64383e9ad414df487d2d0c92,APPROVED,2023-04-13T17:40:45Z,2023-04-13T17:43:58Z,2023-04-13T17:44:11Z,2023-04-13T17:44:01Z,194,C1L9K35F,1541,30,Female,White,United States,United States,United States,English,No,Part-Time
100,639s (~10.65 minutes),2023-04-13 10:43:58,1,614f382f884d5fc70798415b,"Nature is of the earth, without man's intervention on a grand scale, with minimal craftsmanship to showcase beauty found around us on Mother Earth.",6,6,6,6,6,4,4,5,6,7,5,6,6,6,7,6,6,3,5,4,5,7,4,3,7,3,3,3,7,4,4,6,4,6,5,3,6,3,5,6,6,6,6,4,7,1,4,4,57,female,woman,NA,7,6,7,1,3,614f382f884d5fc70798415b,3,64383cd71ca4d3c4a18d269d,APPROVED,2023-04-13T17:33:15Z,2023-04-13T17:44:00Z,2023-04-13T17:44:14Z,2023-04-13T17:44:03Z,645,C1L9K35F,252,57,Female,White,United States,United States,United States,English,No,Part-Time
100,248s (~4.13 minutes),2023-04-13 10:43:59,1,6127e94c6abf253c484b38b7,"The earth and all of it's natural beings/inhabitants, inanimate and living things.",7,7,7,7,7,7,6,2,7,7,6,7,7,7,7,7,7,3,7,4,6,7,6,4,7,7,7,6,7,7,7,6,5,7,6,5,6,7,4,2,5,7,3,2,4,1,4,4,27,female,woman,NA,6,5,7,1,3,6127e94c6abf253c484b38b7,3,64383e61282f109d8465dc24,APPROVED,2023-04-13T17:39:48Z,2023-04-13T17:44:03Z,2023-04-13T17:44:14Z,2023-04-13T17:44:03Z,255,C1L9K35F,512,27,Female,White,United States,United States,United States,English,No,DATA_EXPIRED
100,362s (~6.03 minutes),2023-04-13 10:44:18,1,62b0b6c050a175081568bf35,The outdoors and the natural environment without artificial intrusion,6,6,5,7,7,7,5,2,6,5,5,6,7,7,7,7,7,3,6,4,4,7,4,5,6,5,3,2,5,4,4,6,6,5,5,3,3,6,5,4,4,7,6,4,2,1,4,4,45,male,man,NA,4,3,4,1,3,62b0b6c050a175081568bf35,3,64383dfc3c506c7341911b5e,APPROVED,2023-04-13T17:38:13Z,2023-04-13T17:44:22Z,2023-04-13T17:44:35Z,2023-04-13T17:44:23Z,370,C1L9K35F,1467,45,Male,White,United States,United States,United States,English,No,Full-Time
100,245s (~4.08 minutes),2023-04-13 10:45:18,1,5dceebbcc12884034547ae4d,"Natural landscapes such as beaches, woods and mountains, and animals in them.",4,5,3,5,5,5,3,4,4,2,3,5,5,5,5,4,5,3,5,6,5,6,4,3,5,6,3,3,6,3,4,6,4,5,4,2,4,4,4,5,4,6,3,5,3,1,1,1,48,female,woman,NA,4,3,4,1,3,5dceebbcc12884034547ae4d,3,64383eb4dbda26b627ed2921,APPROVED,2023-04-13T17:41:11Z,2023-04-13T17:45:20Z,2023-04-13T17:45:21Z,2023-04-13T17:45:21Z,250,C1L9K35F,510,49,Female,White,Australia,United States,United States,English,No,DATA_EXPIRED
100,322s (~5.37 minutes),2023-04-13 10:45:27,1,611096b001c07965413af925,"Nature is any living organism, such as animals, insects, trees, and flowers. It’s also habitats that are home to these living organisms. Anything that is not made by man is nature.",4,3,3,5,2,3,5,5,4,3,5,4,2,6,4,3,4,3,5,2,2,5,4,3,3,4,3,3,3,4,2,6,2,3,1,1,1,2,2,2,4,2,1,2,1,1,3,2,20,female,woman,NA,6,5,6,1,3,611096b001c07965413af925,3,64383e71ef9d80b9d0d2e704,APPROVED,2023-04-13T17:40:03Z,2023-04-13T17:45:30Z,2023-04-13T17:45:31Z,2023-04-13T17:45:31Z,328,C1L9K35F,1169,20,Female,Black,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
100,326s (~5.43 minutes),2023-04-13 10:45:34,1,63d17855ce6c9ef6b42dfafd,The outside world consisting of things not made by man.,7,5,5,6,5,4,6,2,4,7,6,2,7,7,7,6,4,3,6,7,1,6,7,2,4,6,1,4,6,1,2,6,1,4,1,1,1,1,3,2,1,1,3,1,1,1,4,4,53,female,woman,NA,7,7,7,1,3,63d17855ce6c9ef6b42dfafd,3,64383e720c845a26659534d6,APPROVED,2023-04-13T17:40:05Z,2023-04-13T17:45:37Z,2023-04-13T17:45:37Z,2023-04-13T17:45:37Z,332,C1L9K35F,143,53,Female,White,United States,United States,United States,English,No,Part-Time
100,405s (~6.75 minutes),2023-04-13 10:45:43,1,606799ee27d39e784b1e5eb6,Beautiful serene outdoors away from people and buildings with lots of wildlife.,3,4,4,3,3,5,4,4,4,2,4,3,5,5,5,6,5,3,5,3,4,6,6,4,4,5,5,3,6,5,3,6,4,6,5,2,3,5,6,4,5,4,6,3,5,1,3,3,34,female,woman,NA,7,7,7,1,3,606799ee27d39e784b1e5eb6,3,64383e260f31ce41a6779a53,APPROVED,2023-04-13T17:38:52Z,2023-04-13T17:45:45Z,2023-04-13T17:45:49Z,2023-04-13T17:45:50Z,414,C1L9K35F,1242,34,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
100,505s (~8.42 minutes),2023-04-13 10:45:54,1,63fb73b8e64f455117b045b9,"I would define nature as the plant life, animal life and outdoor areas that I associate with the world, as it looks, when it is free from industrialization or human development.",5,5,3,4,1,7,2,7,2,1,1,3,7,7,4,3,7,3,5,2,2,7,5,1,7,7,1,1,5,3,2,6,5,6,6,2,4,7,2,2,2,5,2,1,2,1,2,3,49,male,man,NA,6,6,7,1,3,63fb73b8e64f455117b045b9,3,64383dce393bb532c9a8cf93,APPROVED,2023-04-13T17:37:25Z,2023-04-13T17:45:55Z,2023-04-13T17:45:55Z,2023-04-13T17:45:55Z,510,C1L9K35F,290,49,Male,Other,United States,United States,United States,English,No,DATA_EXPIRED
100,438s (~7.3 minutes),2023-04-13 10:46:24,1,6436c6cb460d331ae67e4e6a,Nature is environment that we are surrounded by that is natural (not man made). It encompasses living plants and animals.,6,6,5,6,6,4,6,7,5,6,5,6,7,7,7,7,5,3,7,7,6,6,7,5,7,6,7,4,7,5,6,6,6,6,6,4,6,7,6,6,5,6,5,5,4,1,4,4,33,female,woman,NA,5,5,5,1,3,6436c6cb460d331ae67e4e6a,3,64383e339d1a2483c130271c,APPROVED,2023-04-13T17:39:03Z,2023-04-13T17:46:26Z,2023-04-13T17:46:27Z,2023-04-13T17:46:27Z,444,C1L9K35F,6,33,Female,Asian,DATA_EXPIRED,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
100,381s (~6.35 minutes),2023-04-13 10:46:26,1,615b39c56d4a42f215089b8a,"collective combination of plants, animals, and ecosystems.",7,6,7,7,7,6,6,7,5,7,6,7,5,6,7,7,7,3,7,7,6,7,7,6,7,4,5,4,7,7,5,6,6,6,6,4,7,7,7,5,5,6,6,5,6,1,4,4,30,male,man,NA,6,6,6,1,3,615b39c56d4a42f215089b8a,3,64383e6d578a75339d0e724f,APPROVED,2023-04-13T17:40:00Z,2023-04-13T17:46:40Z,2023-04-13T17:46:41Z,2023-04-13T17:46:45Z,401,C1L9K35F,1726,30,Male,White,United States,United States,United States,English,No,DATA_EXPIRED
100,305s (~5.08 minutes),2023-04-13 10:46:33,1,631647a0bf6e0dd403e171c2,God's creation,4,1,3,6,1,2,2,1,1,6,1,4,7,6,6,1,6,3,3,6,6,3,4,1,1,3,1,1,5,2,1,6,3,6,3,2,5,7,6,6,4,3,2,3,3,1,1,1,42,female,woman,NA,2,2,2,1,3,631647a0bf6e0dd403e171c2,3,64383ebaa8bc24da8254a67b,APPROVED,2023-04-13T17:41:25Z,2023-04-13T17:46:34Z,2023-04-13T17:46:35Z,2023-04-13T17:46:35Z,310,C1L9K35F,595,42,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
100,750s (~12.5 minutes),2023-04-13 10:46:33,1,5b98d9362cca9c0001de161f,"Pretty much any decent sized green space.  I'm not necessarily talking about a one or two acre city park, but, any modestly large green space.  A space that isn't developed, that isn't just a lawn with a few benches on it.  When people talk about going out in the woods, yeah, that's nature.",5,3,5,5,5,7,4,4,5,7,2,5,6,7,7,6,7,3,7,6,7,7,5,7,6,6,5,6,7,7,4,6,5,6,5,2,5,6,5,4,5,6,5,4,3,1,4,4,50,male,man,NA,6,6,6,1,3,5b98d9362cca9c0001de161f,3,64383d0317a9280fa9412fe0,APPROVED,2023-04-13T17:34:00Z,2023-04-13T17:46:37Z,2023-04-13T17:46:39Z,2023-04-13T17:46:40Z,758,C1L9K35F,2572,50,Male,White,United States,United States,United States,English,No,DATA_EXPIRED
100,303s (~5.05 minutes),2023-04-13 10:46:51,1,611d8528eff8be6a062ee868,That which occurs in the earth on it's own with no assistance from mankind.,2,2,2,3,3,5,5,6,4,6,6,3,5,5,6,5,5,3,3,1,6,5,5,4,1,2,4,3,5,2,3,6,1,4,2,2,5,7,3,2,2,2,4,1,5,1,4,4,31,female,woman,NA,7,7,7,1,3,611d8528eff8be6a062ee868,3,64383ed4cd7902bea1e4906c,APPROVED,2023-04-13T17:41:44Z,2023-04-13T17:46:52Z,2023-04-13T17:46:53Z,2023-04-13T17:46:53Z,309,C1L9K35F,285,31,Female,White,United States,United States,United States,English,No,DATA_EXPIRED
100,846s (~14.1 minutes),2023-04-13 10:47:02,1,5e64e34b5d8b9024b62d1d66,the best thing,5,6,3,4,4,3,2,6,1,3,5,6,4,5,5,5,3,3,4,4,4,6,3,5,5,5,7,5,6,4,4,6,4,6,3,5,5,4,5,6,6,4,5,3,4,1,4,3,24,male,man,NA,6,5,4,1,3,5e64e34b5d8b9024b62d1d66,3,64383c3fd320877e654b350b,APPROVED,2023-04-13T17:32:47Z,2023-04-13T17:47:07Z,2023-04-13T17:47:09Z,2023-04-13T17:47:09Z,861,C1L9K35F,1080,23,Male,White,United States,United States,United States,Greek,DATA_EXPIRED,DATA_EXPIRED
100,464s (~7.73 minutes),2023-04-13 10:47:08,1,639611cf1d89fe7abe73b6f9,"The outdoors, plants animals etc. Also lakes, rivers, oceans etc.",4,5,3,4,2,5,5,3,4,3,2,5,5,5,6,5,5,3,6,3,4,7,4,5,5,3,2,3,6,5,3,6,4,6,4,5,6,3,5,6,4,6,6,3,4,1,3,3,54,female,woman,NA,4,3,6,1,3,639611cf1d89fe7abe73b6f9,3,64383e42d82f143041d25044,APPROVED,2023-04-13T17:39:20Z,2023-04-13T17:47:11Z,2023-04-13T17:47:12Z,2023-04-13T17:47:12Z,472,C1L9K35F,466,54,Female,White,United States,United States,United States,English,No,Part-Time
100,462s (~7.7 minutes),2023-04-13 10:47:08,1,636189bb9d588dc0995920fb,I would say nature is an area that is away from the city. Along with any plants and animals.,5,5,5,6,5,6,6,4,5,2,3,4,6,7,6,5,5,3,6,5,7,7,6,5,5,6,4,4,6,5,5,6,6,6,2,1,5,5,3,3,3,4,3,2,1,1,4,4,35,male,man,NA,6,6,6,1,3,636189bb9d588dc0995920fb,3,64383e49b56c1b5d39979d9d,APPROVED,2023-04-13T17:39:25Z,2023-04-13T17:47:10Z,2023-04-13T17:47:11Z,2023-04-13T17:47:11Z,466,C1L9K35F,1094,35,Male,White,United States,United States,United States,English,No,Full-Time
100,458s (~7.63 minutes),2023-04-13 10:47:11,1,63d209778cf36665be2d42ec,Nature is what you find when looking out into the woods. It’s what surrounds us humans in our daily life. Nature can’t be manipulated or changed.,4,5,3,4,4,3,5,4,4,7,7,5,7,7,6,7,6,3,6,4,6,7,6,7,5,7,3,3,6,5,7,6,7,3,5,2,4,5,7,5,7,5,4,6,6,1,4,4,25,male,man,NA,4,4,4,1,3,63d209778cf36665be2d42ec,3,64383e4ea5b243a0417dbd59,APPROVED,2023-04-13T17:39:29Z,2023-04-13T17:47:13Z,2023-04-13T17:47:14Z,2023-04-13T17:47:13Z,464,C1L9K35F,183,24,Male,White,United States,United States,United States,English,No,DATA_EXPIRED
100,487s (~8.12 minutes),2023-04-13 10:47:32,1,63d29afb58ee4a8ee0b6b104,I love nature. To be outside in a beautiful sunset feels amazing .,4,2,1,4,1,2,2,7,3,6,3,6,7,6,3,6,7,3,4,1,5,6,1,7,4,5,6,1,7,3,4,6,4,4,2,4,1,7,6,7,5,6,5,4,7,1,3,3,46,female,woman,NA,1,1,1,1,3,63d29afb58ee4a8ee0b6b104,3,64383e47976c27be91a857ea,APPROVED,2023-04-13T17:39:23Z,2023-04-13T17:47:34Z,2023-04-13T17:47:35Z,2023-04-13T17:47:35Z,492,C1L9K35F,471,46,Female,Black,United States,United States,United States,English,No,Part-Time
100,376s (~6.27 minutes),2023-04-13 10:47:50,1,63312f0451ba56e5a520eb62,"Nature can be defined as the physical world and its phenomena, including all living and non-living things. It encompasses everything in the natural world, such as animals, plants, minerals, weather patterns, ecosystems, and the natural landscapes that make up the Earth's surface. Nature can also refer to the inherent qualities and characteristics of something that are unaltered by human intervention. In this sense, it can describe the innate characteristics of humans and other living organisms, as well as the natural behavior and properties of non-living objects.",6,4,6,6,5,2,2,6,6,6,6,6,6,6,5,6,5,3,4,5,5,5,5,5,5,6,6,2,5,5,6,6,4,6,5,3,2,5,6,1,5,3,1,5,1,1,4,4,40,male,man,NA,2,2,1,1,3,63312f0451ba56e5a520eb62,3,64383ec45eb0bebf681d02dc,APPROVED,2023-04-13T17:41:29Z,2023-04-13T17:47:55Z,2023-04-13T17:47:55Z,2023-04-13T17:47:55Z,386,C1L9K35F,1367,41,Male,Other,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
100,370s (~6.17 minutes),2023-04-13 10:48:30,1,5f42f33216548e5291508e33,Natural spaces untouched by humans.,7,6,7,7,7,7,7,1,7,7,7,7,7,7,7,7,7,3,7,7,2,7,7,7,7,7,7,7,7,7,6,6,4,5,4,1,6,7,2,5,7,7,6,4,4,1,4,4,30,female,woman,NA,6,6,6,1,3,5f42f33216548e5291508e33,3,64383ebc060d0d72e894648c,APPROVED,2023-04-13T17:42:13Z,2023-04-13T17:48:32Z,2023-04-13T17:48:32Z,2023-04-13T17:48:32Z,379,C1L9K35F,1862,30,Female,White,United States,United States,United States,English,No,DATA_EXPIRED
100,208s (~3.47 minutes),2023-04-13 10:48:32,1,60fccc55d3d53b24bb3c8379,nature is every being that exists in the universe,7,4,4,4,4,7,7,1,7,7,7,6,7,7,7,7,6,3,6,2,6,6,7,4,6,6,3,2,6,6,6,6,2,5,5,6,4,4,3,4,2,2,3,4,3,1,4,4,22,female,non-binary,NA,7,7,7,1,3,60fccc55d3d53b24bb3c8379,3,64383f9b7c7cceb106b0d1eb,APPROVED,2023-04-13T17:45:02Z,2023-04-13T17:48:34Z,2023-04-13T17:48:34Z,2023-04-13T17:48:34Z,212,C1L9K35F,1590,22,Female,White,United States,United States,United States,English,No,Unemployed (and job seeking)
100,283s (~4.72 minutes),2023-04-13 10:48:34,1,5e230311699ac45b327786dc,"Any part of the living world. That includes animals, insects, plants. Also includes the abiotic (non-living) world, like mountains, soil, air, water. In other words, everything (including human beings and our built environment).",4,4,4,4,3,5,4,4,3,4,2,4,4,4,3,4,4,3,4,1,1,3,4,3,4,4,2,1,4,2,4,6,1,1,1,1,3,1,4,4,2,4,1,1,3,1,2,2,67,female,woman,NA,6,6,6,1,3,5e230311699ac45b327786dc,3,64383f4ce1e4591d93779a59,APPROVED,2023-04-13T17:43:44Z,2023-04-13T17:48:38Z,2023-04-13T17:48:39Z,2023-04-13T17:48:43Z,295,C1L9K35F,2728,67,Female,White,United States,United States,United States,English,No,Part-Time
100,480s (~8 minutes),2023-04-13 10:48:50,1,5c33a10c88e52b00017eb86f,"Nature is what consists of the natural world such as plants, animals, and water, air, and earth.",7,7,6,7,5,7,4,4,7,2,7,7,6,7,5,6,7,3,7,3,7,7,6,7,7,1,4,7,7,6,7,6,7,5,2,5,3,6,6,7,6,7,6,7,7,1,2,2,61,female,woman,NA,4,4,4,1,3,5c33a10c88e52b00017eb86f,3,64383e9b9a1fac94a545a4e5,APPROVED,2023-04-13T17:40:47Z,2023-04-13T17:48:55Z,2023-04-13T17:48:56Z,2023-04-13T17:48:56Z,488,C1L9K35F,3065,61,Female,White,United States,United States,United States,English,No,Full-Time
100,414s (~6.9 minutes),2023-04-13 10:48:51,1,62bf0e174650375f525c21bf,"anything that comes into being through a biological occurence,",4,2,2,5,3,3,3,5,1,2,1,4,6,5,3,2,6,3,4,7,3,3,6,2,4,5,1,7,6,5,4,6,3,4,1,1,1,3,6,1,1,5,5,4,1,1,2,2,33,male,non-binary,7th gender asexual grief elemental,3,4,2,1,3,62bf0e174650375f525c21bf,3,64383eddf332591b7fd90265,APPROVED,2023-04-13T17:41:53Z,2023-04-13T17:48:55Z,2023-04-13T17:49:15Z,2023-04-13T17:48:55Z,422,C1L9K35F,41,33,Male,White,DATA_EXPIRED,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
100,234s (~3.9 minutes),2023-04-13 10:48:52,1,5e976f67be609822f1146463,I would define nature as very well and peaceful. Also very relaxing.,7,4,5,4,5,4,3,3,7,7,4,7,7,6,6,7,7,3,7,5,6,7,7,4,7,7,7,4,5,7,7,6,4,7,5,5,7,7,7,6,7,7,6,7,4,1,2,1,52,male,man,NA,6,6,6,1,3,5e976f67be609822f1146463,3,64383f1ddd56c73c455492c2,APPROVED,2023-04-13T17:44:53Z,2023-04-13T17:48:54Z,2023-04-13T17:48:55Z,2023-04-13T17:48:55Z,242,C1L9K35F,3247,52,Male,White,United States,United States,United States,English,No,Part-Time
100,541s (~9.02 minutes),2023-04-13 10:48:55,1,5a9ab4944eecca0001dd806a,"Nature is what you find outdoors, the flora, the fauna, animals and creatures, oceans and rivers, all that makes up our world as a whole.",7,6,6,6,6,5,5,3,6,4,6,7,7,7,7,6,7,3,7,6,5,7,7,6,7,6,4,6,6,5,6,6,2,6,5,2,2,6,4,6,4,6,4,4,5,1,3,4,67,female,woman,NA,6,6,6,1,3,5a9ab4944eecca0001dd806a,3,64383e6328b46addc47dbd32,APPROVED,2023-04-13T17:39:51Z,2023-04-13T17:48:57Z,2023-04-13T17:48:57Z,2023-04-13T17:48:57Z,546,C1L9K35F,806,67,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
100,232s (~3.87 minutes),2023-04-13 10:49:05,1,5dddc3c01c219bd37cc39cf7,"The outdoors, greenery, rocks, natural water, and wild animals.",5,5,5,5,5,4,5,6,3,4,5,5,5,5,6,5,6,3,6,6,4,6,6,4,5,6,5,2,6,6,4,6,4,6,4,6,6,6,5,5,6,4,4,3,5,1,3,3,20,female,woman,NA,6,7,6,1,3,5dddc3c01c219bd37cc39cf7,3,64383fa39a42c53283f23d8b,APPROVED,2023-04-13T17:45:10Z,2023-04-13T17:49:07Z,2023-04-13T17:49:08Z,2023-04-13T17:49:12Z,237,C1L9K35F,47,23,Female,Mixed,United States,United States,United States,English,Yes,Part-Time
100,702s (~11.7 minutes),2023-04-13 10:49:09,1,5c281f7170d93a0001211396,"Nature is outside of what was created by humans, it is what was here before we were, namely trees, air, water etc and can exist without us.",5,6,5,5,6,3,3,5,5,4,6,6,4,6,4,6,6,3,6,2,7,5,5,5,7,5,5,7,6,6,5,6,6,5,6,4,5,4,5,4,5,4,5,5,6,1,2,2,28,female,woman,NA,4,5,5,1,3,5c281f7170d93a0001211396,3,64383d98ee8421afa7d834cc,APPROVED,2023-04-13T17:37:23Z,2023-04-13T17:49:21Z,2023-04-13T17:49:21Z,2023-04-13T17:49:21Z,718,C1L9K35F,1766,28,Female,Black,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
100,748s (~12.47 minutes),2023-04-13 10:49:11,1,55b237e6fdf99b19ea79d2f7,"If speaking of living things on earth (and not the nature of a person's personality), nature consists of all the living plants and animals that exist on earth.",5,4,2,4,2,4,4,6,2,1,2,5,5,4,5,4,6,3,6,3,7,7,6,2,6,4,6,6,5,2,1,6,6,4,5,2,6,7,4,5,6,5,6,1,4,1,2,2,54,female,woman,NA,3,3,4,1,3,55b237e6fdf99b19ea79d2f7,3,64383da514c24adae52205ba,APPROVED,2023-04-13T17:36:40Z,2023-04-13T17:49:16Z,2023-04-13T17:49:16Z,2023-04-13T17:49:17Z,757,C1L9K35F,2491,54,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
100,253s (~4.22 minutes),2023-04-13 10:49:20,1,5edbc7af4c8967866fb2a352,"I define ""nature"" as the natural, physical world that is full of plants and animals and a beautiful landscape.",2,2,2,2,1,6,3,4,1,1,1,2,1,2,4,2,2,3,4,5,2,4,4,1,2,3,3,1,4,1,1,6,2,2,2,1,2,2,2,3,2,2,2,1,2,1,3,3,22,female,woman,NA,5,5,5,1,3,5edbc7af4c8967866fb2a352,3,64383f9bb9b5a7b0b57cb4ea,APPROVED,2023-04-13T17:45:05Z,2023-04-13T17:49:21Z,2023-04-13T17:49:22Z,2023-04-13T17:49:22Z,257,C1L9K35F,2123,25,Female,Asian,United States,United States,United States,English,Yes,Part-Time
100,486s (~8.1 minutes),2023-04-13 10:49:35,1,5deaf334789cb321c7f002c2,Everything that is not made by people.,7,5,5,5,3,7,4,4,4,1,4,6,5,7,6,7,7,3,4,4,7,6,7,2,3,3,2,5,7,3,4,6,6,4,1,4,6,3,3,3,4,6,4,4,3,1,3,3,55,female,woman,NA,3,3,5,1,3,5deaf334789cb321c7f002c2,3,64383ec11c63469932ad0f60,APPROVED,2023-04-13T17:41:25Z,2023-04-13T17:49:36Z,2023-04-13T17:49:37Z,2023-04-13T17:49:37Z,491,C1L9K35F,1983,55,Female,White,United States,United States,United States,English,No,Part-Time
100,282s (~4.7 minutes),2023-04-13 10:49:58,1,60fda57e0916dfe2157c9b00,"The outside world, the earth and its resources. Anywhere not surrounded by walls and floors and ceilings",3,4,2,3,3,6,4,3,3,4,2,4,6,6,6,4,4,3,2,4,5,6,4,2,2,6,4,2,5,3,1,6,3,4,3,5,5,3,3,2,2,4,2,2,4,1,4,4,23,female,woman,NA,3,1,6,1,3,60fda57e0916dfe2157c9b00,3,64383fa515440a84605710f7,APPROVED,2023-04-13T17:45:12Z,2023-04-13T17:50:00Z,2023-04-13T17:50:00Z,2023-04-13T17:50:00Z,288,C1L9K35F,1226,23,Female,White,United States,United States,United States,English,No,Full-Time
100,462s (~7.7 minutes),2023-04-13 10:50:05,1,5dd06a074ad3e2149c884661,"Nature refers to the physical world and all the living organisms, natural phenomena, and landscapes within it",6,6,5,6,5,6,5,2,5,5,3,6,5,6,6,5,7,3,6,7,7,6,7,5,6,7,3,2,7,5,3,6,5,4,4,2,4,6,5,6,5,6,6,5,6,1,3,4,60,male,man,NA,5,6,7,1,3,5dd06a074ad3e2149c884661,3,64383eb777151751ca3aa38f,APPROVED,2023-04-13T17:42:20Z,2023-04-13T17:50:08Z,2023-04-13T17:50:09Z,2023-04-13T17:50:09Z,469,C1L9K35F,2003,62,Male,White,United States,United States,United States,English,No,Full-Time
100,282s (~4.7 minutes),2023-04-13 10:50:10,1,63b6be60f23fd8e0399f668c,Any thing that was on earth before humans,3,3,1,1,1,6,6,4,1,5,3,2,7,7,4,4,6,3,7,1,6,6,3,7,4,4,1,1,1,1,1,6,1,4,1,1,4,1,1,2,1,1,1,2,1,1,2,3,21,female,woman,NA,5,5,5,1,3,63b6be60f23fd8e0399f668c,3,64383fb1cbf5492a08019883,APPROVED,2023-04-13T17:45:24Z,2023-04-13T17:50:11Z,2023-04-13T17:50:12Z,2023-04-13T17:50:12Z,288,C1L9K35F,329,21,Female,White,United States,United States,United States,English,Yes,DATA_EXPIRED
100,314s (~5.23 minutes),2023-04-13 10:50:20,1,6100496a0ef6706b8895cbf7,Untouched by modern humans. Animals and plants. Forest.,4,6,5,6,5,6,4,2,3,4,4,3,6,6,7,6,5,3,4,3,6,6,7,5,6,4,2,6,4,6,5,6,7,5,6,1,1,7,4,2,6,5,3,3,3,1,4,4,26,female,woman,NA,6,6,7,1,3,6100496a0ef6706b8895cbf7,3,64383f9bb9b5a7b0b57cb4e7,APPROVED,2023-04-13T17:45:03Z,2023-04-13T17:50:24Z,2023-04-13T17:50:26Z,2023-04-13T17:50:27Z,321,C1L9K35F,1234,26,Female,White,United States,United States,United States,English,Yes,Full-Time
